7.730695605278015137e-01 2.269306331872940063e-01
5.118493437767028809e-01 4.881506860256195068e-01
3.153009116649627686e-01 6.846989989280700684e-01
1.630966365337371826e-01 8.369033336639404297e-01
3.187905251979827881e-01 6.812094449996948242e-01
6.852370500564575195e-01 3.147630095481872559e-01
3.069081902503967285e-01 6.930918097496032715e-01
2.851377427577972412e-01 7.148622274398803711e-01
3.940851986408233643e-01 6.059147715568542480e-01
5.228648781776428223e-01 4.771351814270019531e-01
1.237022727727890015e-01 8.762977719306945801e-01
8.210994005203247070e-01 1.789005249738693237e-01
8.454318642616271973e-01 1.545682102441787720e-01
9.091500639915466309e-01 9.085001796483993530e-02
5.253820419311523438e-01 4.746180176734924316e-01
3.277958035469055176e-01 6.722041964530944824e-01
4.216852486133575439e-01 5.783147811889648438e-01
1.248286068439483643e-01 8.751713633537292480e-01
1.637144237756729126e-01 8.362855315208435059e-01
1.463075131177902222e-01 8.536925315856933594e-01
2.122563868761062622e-01 7.877436280250549316e-01
9.367864131927490234e-01 6.321363896131515503e-02
7.976706624031066895e-01 2.023293524980545044e-01
3.783232569694519043e-01 6.216766834259033203e-01
5.170096755027770996e-01 4.829903244972229004e-01
8.493744730949401855e-01 1.506255269050598145e-01
1.584696918725967407e-01 8.415302634239196777e-01
9.089619517326354980e-01 9.103807061910629272e-02
2.356561273336410522e-01 7.643438577651977539e-01
8.802646398544311523e-01 1.197353526949882507e-01
7.266579270362854004e-01 2.733419835567474365e-01
8.247532248497009277e-01 1.752466857433319092e-01
9.019416570663452148e-01 9.805824607610702515e-02
7.470886111259460449e-01 2.529113590717315674e-01
2.206131070852279663e-01 7.793869376182556152e-01
7.260554432868957520e-01 2.739446163177490234e-01
6.187999248504638672e-01 3.812001049518585205e-01
3.718643784523010254e-01 6.281357407569885254e-01
6.563467383384704590e-01 3.436532318592071533e-01
2.756206393241882324e-01 7.243793010711669922e-01
3.079453706741333008e-01 6.920546293258666992e-01
9.517340064048767090e-01 4.826599359512329102e-02
1.482170075178146362e-01 8.517830967903137207e-01
8.121975660324096680e-01 1.878024488687515259e-01
7.415996789932250977e-01 2.584003806114196777e-01
4.530181288719177246e-01 5.469819903373718262e-01
9.256178140640258789e-01 7.438208907842636108e-02
7.427487969398498535e-01 2.572512030601501465e-01
8.928289413452148438e-01 1.071710810065269470e-01
8.347851037979125977e-01 1.652149111032485962e-01
5.721789598464965820e-01 4.278210997581481934e-01
3.192701637744903564e-01 6.807299256324768066e-01
2.270677238702774048e-01 7.729322910308837891e-01
2.833385765552520752e-01 7.166613936424255371e-01
9.482436776161193848e-01 5.175640061497688293e-02
3.511911034584045410e-01 6.488088965415954590e-01
8.001626133918762207e-01 1.998373866081237793e-01
8.298602700233459473e-01 1.701396703720092773e-01
8.648065924644470215e-01 1.351934820413589478e-01
9.327247142791748047e-01 6.727524846792221069e-02
5.875127911567687988e-01 4.124872386455535889e-01
6.733860969543457031e-01 3.266138434410095215e-01
2.767867445945739746e-01 7.232132554054260254e-01
6.890004873275756836e-01 3.109995126724243164e-01
8.913863301277160645e-01 1.086136624217033386e-01
8.658241033554077148e-01 1.341758519411087036e-01
9.196944832801818848e-01 8.030563592910766602e-02
1.739843487739562988e-01 8.260157108306884766e-01
8.175349235534667969e-01 1.824651062488555908e-01
7.868922352790832520e-01 2.131077796220779419e-01
9.239652156829833984e-01 7.603471726179122925e-02
7.597843408584594727e-01 2.402156293392181396e-01
9.501922130584716797e-01 4.980785772204399109e-02
7.264384627342224121e-01 2.735614776611328125e-01
3.644602596759796143e-01 6.355398297309875488e-01
3.508354723453521729e-01 6.491645574569702148e-01
1.820100098848342896e-01 8.179900646209716797e-01
7.418865561485290527e-01 2.581134438514709473e-01
3.596974909305572510e-01 6.403025984764099121e-01
7.124401330947875977e-01 2.875598967075347900e-01
8.210075497627258301e-01 1.789925545454025269e-01
9.237306714057922363e-01 7.626936584711074829e-02
1.356866657733917236e-01 8.643133640289306641e-01
8.164888620376586914e-01 1.835112124681472778e-01
9.292777776718139648e-01 7.072219252586364746e-02
7.102298140525817871e-01 2.897701561450958252e-01
9.237409830093383789e-01 7.625903934240341187e-02
5.998971462249755859e-01 4.001029133796691895e-01
2.227179855108261108e-01 7.772821187973022461e-01
8.695968389511108398e-01 1.304030716419219971e-01
8.255896568298339844e-01 1.744103431701660156e-01
3.551469147205352783e-01 6.448529958724975586e-01
5.558381676673889160e-01 4.441619217395782471e-01
8.240739107131958008e-01 1.759261190891265869e-01
3.244163691997528076e-01 6.755837202072143555e-01
5.061019659042358398e-01 4.938981533050537109e-01
9.095808863639831543e-01 9.041918069124221802e-02
8.575091361999511719e-01 1.424908488988876343e-01
2.663865387439727783e-01 7.336134910583496094e-01
3.878599703311920166e-01 6.121398806571960449e-01
6.207018494606018066e-01 3.792981207370758057e-01
8.676275014877319336e-01 1.323725134134292603e-01
3.754062652587890625e-01 6.245937347412109375e-01
9.214750528335571289e-01 7.852503657341003418e-02
9.151732325553894043e-01 8.482667803764343262e-02
8.315365910530090332e-01 1.684634238481521606e-01
9.007276296615600586e-01 9.927233308553695679e-02
9.095418453216552734e-01 9.045814722776412964e-02
8.213587403297424316e-01 1.786413192749023438e-01
6.590874791145324707e-01 3.409125804901123047e-01
2.808384597301483154e-01 7.191615700721740723e-01
4.864211976528167725e-01 5.135788917541503906e-01
8.983377218246459961e-01 1.016622260212898254e-01
1.380869895219802856e-01 8.619130253791809082e-01
1.344793289899826050e-01 8.655205965042114258e-01
4.960187375545501709e-01 5.039812922477722168e-01
8.831917047500610352e-01 1.168081909418106079e-01
9.138228893280029297e-01 8.617714792490005493e-02
8.917995691299438477e-01 1.082004606723785400e-01
5.847953557968139648e-01 4.152045547962188721e-01
8.299552798271179199e-01 1.700447797775268555e-01
1.298155784606933594e-01 8.701845407485961914e-01
9.484847187995910645e-01 5.151535198092460632e-02
4.007981419563293457e-01 5.992018580436706543e-01
9.515372514724731445e-01 4.846287146210670471e-02
2.419993132352828979e-01 7.580006718635559082e-01
8.599920272827148438e-01 1.400078833103179932e-01
1.775041222572326660e-01 8.224957585334777832e-01
9.169674515724182129e-01 8.303249627351760864e-02
9.080452919006347656e-01 9.195473045110702515e-02
9.105921983718872070e-01 8.940789848566055298e-02
3.279163241386413574e-01 6.720837354660034180e-01
4.507203698158264160e-01 5.492796897888183594e-01
7.708004117012023926e-01 2.291995882987976074e-01
4.978143274784088135e-01 5.021855831146240234e-01
5.142980813980102539e-01 4.857019484043121338e-01
5.729531645774841309e-01 4.270467460155487061e-01
5.971974730491638184e-01 4.028024971485137939e-01
7.247080802917480469e-01 2.752918899059295654e-01
2.178082168102264404e-01 7.821918129920959473e-01
8.548988103866577148e-01 1.451012343168258667e-01
2.934134304523468018e-01 7.065865397453308105e-01
1.416772603988647461e-01 8.583227992057800293e-01
1.243123039603233337e-01 8.756877183914184570e-01
2.323309630155563354e-01 7.676689624786376953e-01
9.131926894187927246e-01 8.680719137191772461e-02
3.598976135253906250e-01 6.401025056838989258e-01
2.795308828353881836e-01 7.204691171646118164e-01
1.236260011792182922e-01 8.763740658760070801e-01
8.776346445083618164e-01 1.223654150962829590e-01
8.063234686851501465e-01 1.936764568090438843e-01
2.485072910785675049e-01 7.514927387237548828e-01
1.702332049608230591e-01 8.297666907310485840e-01
1.339149922132492065e-01 8.660849928855895996e-01
